X1,X2,Y
0.11080419450442991,0.33474743315766287,1
0.04470582237964049,0.7129208468073291,1
0.6962880726939438,0.4995848016872342,1
0.33608379876630046,0.4818501561662324,1
0.6801827582505915,0.3924440224601725,1
0.6668204456434026,0.2931714454820237,1
0.2655833664144095,0.8893984063016729,1
0.35559088728672583,0.23750170761323164,1
0.34721574705400426,0.16371730834045461,1
0.6474989306067126,0.5714784676548137,1
0.8328968862867141,0.5279365963575242,1
0.9809328720598244,0.33429706036422313,0
0.6358271079361443,0.9234239485864011,1
0.2507381905655167,0.9127667886822768,0
0.36455653064362425,0.8094110723422401,1
0.339712396635218,0.039788360270103795,1
0.9266686416508579,0.6108429861364795,1
0.3163935720706226,0.62930016124133,1
0.07495984243296994,0.19508838044488896,0
0.8977209541720295,0.5910872013459012,1
0.4320125933327388,0.967365373494274,1
0.22442148789095306,0.8835424789092983,0
0.40398755249240914,0.9802205086681519,1
0.40870905183178063,0.08257246695116349,1
0.07257362913968002,0.14342810450320598,1
0.8669522871310081,0.4580637261237869,1
0.03839180198369496,0.1045860227817631,0
0.1312700512845162,0.9443420214422336,0
0.8974534497729956,0.0873137286195319,0
0.051084835326649425,0.8784990834597934,0
0.3851691091149192,0.7779028393961047,1
0.5921168181484403,0.1552055225411466,1
0.2308685060760549,0.3622993735461255,1
0.39226165853900286,0.0958150340720888,1
0.8540759272021552,0.3029279539227895,1
0.7935753140564413,0.27189964685452106,0
0.5272803069859652,0.3383377249814621,1
0.35707120165564876,0.4163414231124696,1
0.6909349789582221,0.7579153914288398,1
0.06536349550660114,0.5387273384682416,1
0.08210704121639734,0.9878278470105362,0
0.8463762469798023,0.3913031966396773,1
0.4681283223400985,0.3010150063841659,1
0.6709275015247576,0.0028045812001235015,0
0.4860103799241834,0.3157054273659491,1
0.6754162601014183,0.13830662044262576,1
0.810218307341342,0.9602732862601796,0
0.7268160190272005,0.1098579305561257,1
0.591459524172939,0.4083337802214887,1
0.05467398790847822,0.43132177235735514,1
0.4681192210560563,0.4927300893882711,1
0.3752266390072194,0.16516807592226046,1
0.6417388431817778,0.748515842056162,1
0.20287906538410627,0.7025297502830609,1
0.24953722160841274,0.22913615650237096,1
0.8432482738122249,0.6708668340640794,1
0.2607900130022204,0.3252043858825595,1
0.8397690036752101,0.8356162168703672,1
0.4663990412265929,0.5418896095036011,1
0.37177370681853017,0.25311945710845907,1
0.44522390569657966,0.13852901336531953,1
0.2730822188265447,0.28036875386321936,1
0.42379652544162993,0.8794215636078028,1
0.3369869528022904,0.049925452879949095,0
0.3314367003176898,0.3633563359410632,1
0.8776478577100885,0.2471062506570334,1
0.590335623514801,0.6654544555448282,1
0.6813777415999397,0.7112235143414916,1
0.9958448324545993,0.7113208167917512,0
0.973301488035854,0.25330028981933717,0
0.4400896948561266,0.21954260734417197,1
0.08524975196763596,0.8234294380464519,0
0.2966121784054816,0.9684779935716631,0
0.9005786468552882,0.7000132672820624,1
0.3920490759851646,0.28399233384249933,1
0.8027835660027927,0.2340472593578593,1
0.1586775515530291,0.33729861025515917,1
0.7834412907031074,0.093905067376296,1
0.14373914838108304,0.31267164357037813,1
0.7239168640247784,0.9563156457398737,0
0.4697089732879106,0.7278801380709603,1
0.7726034291407535,0.6951269234458619,1
0.2537457227932116,0.7628118905931236,1
0.8388331306271447,0.5359098232638084,1
0.2183136805521394,0.278961995870431,1
0.2722764133385922,0.8626348336704417,1
0.45357905880309435,0.2793323130744394,1
0.09317264515355994,0.5461942755762601,1
0.8705568555253209,0.04675501089328893,0
0.5039689953489793,0.5507128701785196,1
0.02133979385566309,0.6818489720039725,1
0.5552442576780017,0.6162548247161042,1
0.20260332635353606,0.1369832835249738,1
0.46637633189021965,0.21209681750569676,1
0.3572077279679242,0.25604213739097037,1
0.0986240122520019,0.4746387869615938,1
0.18454896796150655,0.04152643516323118,0
0.4526598296871498,0.649356578812997,1
0.24909388890719186,0.3222909043304548,1
0.08345075051618223,0.505554040710358,1
0.3326707999765812,0.010905617128955547,0
0.6908352964661931,0.5507216206999709,1
0.72556535616669,0.17802528026507225,1
0.06019306661801205,0.3018035745103195,1
0.6473133796107206,0.3997919924508574,1
0.8392918376303954,0.1657279207292519,1
0.7083912306120761,0.7116291362409183,1
0.36719932626120555,0.5728072517875122,1
0.4948884493739958,0.8867992142601956,1
0.41203239038327544,0.6271077739989409,1
0.3624617565554279,0.47411716133751625,1
0.9671839621983241,0.26050324846730677,0
0.38395422391390344,0.1826071694328283,1
0.7682809816778242,0.9106029494453826,1
0.45365215219931543,0.8718367723861137,1
