X1,X2,X3,Y
0.6854683915861213,0.8402485330797573,0.20323570052540907,1
0.11708813343135083,0.9023554327508354,0.6916624528746903,0
0.233163746913855,0.6307670926788476,0.14999203984312193,1
0.6626191167360655,0.1970345336760887,0.5858716505675767,0
0.26697525969093416,0.5302059139603682,0.8843608820669531,0
0.5289079812867679,0.013592717694418277,0.5792814087100873,1
0.18893260595071126,0.27006086755167913,0.22776961369846505,1
0.8372368656278517,0.4474737460300181,0.9182859322215582,1
0.9956902339850942,0.6705354693889295,0.2211684756227873,0
0.9001265568920581,0.3732376638355428,0.1306585674821903,1
0.11721368204881011,0.9998763290285214,0.019414965843789767,0
0.5586022019899599,0.5507441342652071,0.4789677018310291,1
0.47922291595711364,0.6646505322547542,0.09328416163111142,1
0.7699076930632974,0.042118519149024425,0.2176515118267045,1
0.34504168754761366,0.7215679170025474,0.8879960322837684,0
0.01122789676522451,0.1869618879344268,0.9321641124445792,1
0.10172717522418528,0.1750331516426621,0.14973946088731727,1
0.6289650135931847,0.009710376518649144,0.8742578979929021,1
0.9042395855421251,0.07974693870520444,0.6271584206108536,1
0.960324387593474,0.5574884698850544,0.12922869725953356,1
0.3752428010257056,0.46387943738272586,0.66286358512265,1
0.9150356074122555,0.42340947804764395,0.5398121569673445,1
0.9617874596576801,0.5220949129496458,0.05215013852877748,1
0.5776348412320582,0.4107614608495792,0.5785843007635388,1
0.6826185425129222,0.6660454165932389,0.02502780288890949,0
0.09471549721188355,0.5069609945062206,0.8867690833588062,1
0.8797476025694876,0.7228424813690613,0.48381563447604703,0
0.12043258817982294,0.5710827223902303,0.43255531995965313,1
0.35814905874117164,0.48566060759245344,0.0001950169377281652,1
0.040505432019332654,0.446871533588304,0.7763793763948584,0
0.3770060696414407,0.7453831668790631,0.58380284235346,1
0.18484386452197887,0.6537339024723009,0.16150021387159919,1
0.1638809588939777,0.14935242439189622,0.044540909841666254,1
0.998987253622898,0.6583048012754548,0.8752693485694424,1
0.9747859159373693,0.880908571140753,0.8955604007716554,1
0.6263503241249737,0.7872423017218124,0.9640515303984605,0
0.7767517422531873,0.6392835404586968,0.17207844651979354,1
0.3880688775230313,0.3818611538583936,0.8676841778531345,0
0.7460918772261018,0.7060724617013477,0.5300393631156635,1
0.04087372288141333,0.8674208771944147,0.3891463604451959,0
0.10544760590805691,0.009652577267246887,0.1688164393125816,1
0.13179315444751816,0.31226949830464434,0.8513581174710189,1
0.9975733475136687,0.4097308477331705,0.9736748183866946,1
0.3674277942078661,0.9955345101423044,0.100436044193007,1
0.469287601914521,0.20683673801404645,0.48315797014131334,1
0.9542517824530515,0.6879311610292462,0.876512814133908,1
0.17484503152004605,0.6302394167429681,0.43677469793183066,1
0.8245195987366867,0.8397276751820012,0.8769740133533153,0
0.03524339741725324,0.5201306699975743,0.08237707789347193,0
0.3848259320711853,0.6634598773286766,0.6983992525327097,1
0.6786139660671463,0.6449783771191202,0.0014907243293139638,0
0.012124395848262637,0.654003400342732,0.2847581116928176,0
0.9703395189097537,0.5371611890539353,0.1531372419786,1
0.6082012396105987,0.17765025389860334,0.6992530996001125,0
0.7408628350635393,0.10898825545591717,0.24682377391351262,1
0.8486945791311071,0.8619671246717033,0.6779730155167666,1
0.38055854843137527,0.47349110265463834,0.28307730210417026,1
0.6742254103816577,0.0018858238612217137,0.3456620228007614,1
0.3023813483885529,0.07984255718305455,0.095455746022868,1
0.20966687001146578,0.5423140295247849,0.006873018417127286,1
0.4922986396818829,0.6870030243369106,0.6966888025493793,1
0.6179329496575522,0.634576327023986,0.2344959875835141,0
0.10858925042204415,0.8960428084329753,0.3367955139632006,0
0.9173586492900823,0.5022765367785276,0.01992381532360299,1
0.703782405120044,0.41316883995094345,0.7370062763664202,1
0.08186875657098136,0.38270541941141556,0.7648343265691961,1
0.658150773784479,0.870869192243952,0.7197281123427957,0
0.48838652471526556,0.8375465286921074,0.5706978467666052,1
0.9483296824732286,0.5416716819553098,0.6837908636478761,1
0.6404087512995589,0.5534767177317863,0.5032216426766902,1
0.8775109395419646,0.8763549805487866,0.6124617377384431,1
0.8524041440444186,0.5702494422211556,0.11038590180795804,1
0.23662061515197286,0.33993862024751453,0.5950265576261383,0
0.33437138723946414,0.48670759078803993,0.14216320168424135,1
0.08344528260103923,0.14165222439664527,0.5777455955881954,1
0.12984163754336697,0.49231551795685424,0.3463536773698449,1
0.05220697860762835,0.983702930249058,0.5868434567368573,1
0.37935557985056645,0.7115435142443434,0.6189239120557706,1
0.03809167437019512,0.5514170312532948,0.0009254242351902642,0
0.9822715344588906,0.31167693865808643,0.572766775165877,1
0.9007895041459764,0.7543576629209614,0.9484881386053611,1
0.38764778294973445,0.4972645545622588,0.9742732135952176,1
0.8606505365907187,0.5971679175682136,0.8434811686283847,0
0.8574475177944186,0.7268087816958537,0.05138447336282881,1
0.23899829581420384,0.1375977739683556,0.7712227025826499,1
0.9558009670546807,0.7416480067261575,0.014051019035760004,1
0.9534664748031404,0.5018713555417749,0.2511513204561864,0
0.29652311632393547,0.9139848867159958,0.9778729251303806,1
0.585804526121688,0.8439294370151553,0.04253844958657704,0
0.880645868573092,0.8924191338913752,0.7553456442668706,1
0.5688667405879997,0.7089655187041249,0.5716509409369038,1
0.6993875948555572,0.7057940917125562,0.8101561100351298,1
0.037635619818353394,0.39742456032646944,0.06003454679352749,0
0.7092243102986999,0.15945244705487027,0.3588360107092031,1
0.7471498419672639,0.4872830298996488,0.39602432594757053,1
0.7071306887832829,0.3485547228769741,0.7089427031120218,1
0.2976006761634564,0.5565934397183139,0.7482870211549992,1
0.0032312616284385642,0.13634530965298353,0.905967326233008,1
0.35543532610013806,0.5195057745670404,0.30138548211249594,1
0.2906000395827911,0.7788248543375567,0.7704794298948956,1
0.41436494483281006,0.047693540647088084,0.19953230825391466,0
0.2308833599100597,0.6602567492689991,0.9474161016614034,0
0.41855198463719123,0.8980648020522182,0.478426850438768,0
0.13988654466448625,0.6780509412084837,0.6845994166665951,0
0.6599359201314736,0.34018599590807763,0.41985850919015866,1
0.6901372403464677,0.7241216607296337,0.48037593491663133,1
0.6493959839050999,0.5187751999088984,0.24567024579768104,1
0.2924003279431834,0.7816800100127672,0.7351143185838731,1
0.19757656686632508,0.9578497016265538,0.6208144477434727,0
0.4103950795855662,0.37137444343362214,0.024233402703892293,1
0.4124711374616149,0.9608928403417837,0.8579581506208436,0
0.9917559737407322,0.5638846528773866,0.43301222160496544,1
0.7255064061305537,0.43584975430500283,0.16685641356632952,1
0.15877327371867855,0.7707456273528858,0.5401612364192381,1
0.9684617808488177,0.30773724318684337,0.5508052601755616,1
0.7520988100191813,0.05476995350470992,0.29838863254241177,1
0.9536887908209946,0.9993434214959398,0.9183774294134146,1
0.024700729132029697,0.9693868454537438,0.625862655714598,1
0.6805091869797046,0.8918989915800938,0.10331411642569777,0
0.9273366413599448,0.524794729492262,0.2184369618005546,1
0.430684093576747,0.13474231667449188,0.3906488424033947,0
0.12543486653352864,0.30586817812867684,0.1991078104138181,1
0.9375699910614965,0.979526387450554,0.0683102019778773,1
0.6570674046178454,0.9312730921720604,0.6354701400148641,1
0.7091264530961683,0.9689979074359414,0.9343537565260247,0
0.5610602247769918,0.39181304554689,0.7803158513774686,1
0.021288686427246573,0.8814356649270337,0.3938873271666108,0
0.15183203764502307,0.9773471357042361,0.5496234841214066,1
0.6044487627114024,0.917842021520778,0.8069998230774833,1
0.8822287878039894,0.31820315192603654,0.019380753624638758,1
0.2793612840914824,0.08192261342490026,0.23153846142329582,1
0.9652183148251097,0.6859688790144554,0.6677552538303017,1
0.3396996371340778,0.9261559552602563,0.3923154288443881,1
0.20785485548880944,0.7342523467290399,0.0003800869402138529,1
0.029684482137291468,0.7514323662352677,0.30098213955042075,0
0.22214190453660299,0.5493150086000219,0.7687508894084163,1
0.5037249336519849,0.9843224564390538,0.7125755052711072,1
0.6729223722880538,0.7227754930585683,0.2735963066660264,1
0.9146473646623244,0.03111270455015125,0.23702756170320038,0
0.819099053573184,0.011153417337116167,0.19244782551632889,1
0.6454336799291553,0.6163901897070847,0.9972085078225923,0
0.8568967518022209,0.35610675818268633,0.9288674112959128,1
0.9690724903150476,0.7434811055910799,0.3587741235723604,0
0.7965873366902098,0.6294492416020885,0.015238788706757322,1
0.32905602865025474,0.5867523599656631,0.6591570621296432,1
0.38486139665085695,0.1741517365545111,0.9226264968618961,1
0.16602248023043664,0.5145930116608309,0.9249048556845242,0
0.7075264435318301,0.4036278236079369,0.34803190535361894,1
0.5256944479733064,0.42807680445896845,0.7570627483835536,0
0.18608789139659854,0.12662294027481458,0.8048537587370361,1
0.3119859101150818,0.07050753193848691,0.3459616474559891,0
0.06962446112481258,0.08172940171448806,0.980537083216272,0
0.6537155010121056,0.7669336930622925,0.9115345489909105,1
0.6954046834588915,0.47869038136607267,0.03689453870872139,1
0.37465730258268126,0.37449646454409635,0.9229622391384159,1
0.8586098789494959,0.6748825217946877,0.45832725560906895,0
0.6085617769623293,0.036742730231104304,0.22401006781442578,1
0.4092479391284367,0.40278259840695174,0.24832965853060085,0
0.5345317468085208,0.7075674471926253,0.7956019375604352,0
0.7745366531666288,0.770654241849204,0.323546139179556,1
0.8087266602768456,0.33447212779562374,0.847732496374832,0
0.37382090525603595,0.7335120519898563,0.2721191473649287,1
0.01348012923515296,0.4707184443397232,0.4340428277562004,1
0.16518370151243,0.9642563669560915,0.6876500279743677,0
0.076717618941468,0.05207721202367943,0.9385745615463379,0
0.050434618169925116,0.094659618860228,0.6763797326728955,0
0.7447123468683913,0.3096600263236816,0.6674463255440668,1
0.4204755129684863,0.6108950461904712,0.6221606046349519,1
0.9246746337671725,0.21196208960687257,0.5717290233269539,1
0.3835734133550385,0.7344382787659857,0.8051390045417912,1
0.8894059819971862,0.9307856288331179,0.473720028886486,0
0.8669897603954645,0.6437786751529531,0.8584793273338222,0
0.32067903786885354,0.7552315972544335,0.781055303196915,1
0.9774380822280354,0.5754863675982339,0.27962939675286047,0
0.5893337130223095,0.7284900253640341,0.0595519469109036,0
0.5235292763564006,0.9524583053152644,0.6178720943475868,1
0.9006993259288145,0.9648905924762631,0.8594758080851754,0
0.4625280499835892,0.22384285560787232,0.5276220219698669,1
0.08510047496010908,0.3054075392525152,0.7827064475070081,1
0.18268934012976223,0.2783050692179371,0.768918876716748,1
0.08429925852358189,0.9933387471717204,0.4198859293269954,1
0.11009383769577674,0.4977190445227727,0.41377632328742764,1
0.9676173393703092,0.4415341305586219,0.44471665250103065,1
