X1,X2,Y
0.7204637246626028,0.7952304958238349,0.7284694008870094
0.5057429271911141,0.5424668964885222,0.9963271629798214
0.06642463702494161,0.3570714339260379,0.5831676592421748
0.800748664373179,0.12964348674591475,0.544772587936051
0.4527300974359335,0.541229677045815,0.9921313400845628
0.6788601831534035,0.5868842639767452,0.9209203191111004
0.8106125783173256,0.08616245112524124,0.46451661866479
0.21192100100964806,0.7217069279502561,0.7357130568791534
0.24397718210951702,0.906969012325922,0.5376570794517603
0.9215904743393188,0.9727116309737156,0.1976103717770359
0.5526201282695006,0.01749547846873234,0.5288410176055676
0.4718491195136836,0.09312366631069402,0.6673183540227873
0.7654414130924847,0.3216287190249596,0.7954490846775761
0.5476462167493817,0.5459929097488544,0.9912289805646095
0.10636008028815591,0.5719137575471354,0.6797520501694095
0.6221846654395687,0.737658565315258,0.8571786277274278
0.04053080327452574,0.8611667487035357,0.316893273782729
0.6579045812951017,0.6216187933500062,0.9205500246202143
0.013039770045008336,0.9339002332896134,0.14920064398680144
0.19733213502400704,0.09829821811687567,0.4940556838855938
0.03274959592830862,0.000608147898577549,0.06456967589910427
0.6920310144023498,0.9825436651566467,0.46055140144958906
0.30161131238054883,0.5587113002747347,0.9143898236893635
0.018816552648113882,0.5228138538542298,0.5358840361337449
0.5964109571543001,0.804194415831124,0.7963413694355057
0.8142129209184079,0.9598775267595429,0.37956580141889673
0.47174792220991757,0.9492492020555913,0.5947539491059151
0.6432230462469456,0.5935516713994239,0.941470487604239
0.49057888277972495,0.3924311490165707,0.9766803696968533
0.19875497477856952,0.6687332992823173,0.7615610169852873
0.6205915162761075,0.9945057800238865,0.4818434394503941
0.9110933476327431,0.6743808533126809,0.6011871550600916
0.7182844854756116,0.16825285823878555,0.6845914346678244
0.8238584689019322,0.9759749060035795,0.33712716195075987
0.7196475210549186,0.46721177401749914,0.9013597974626992
0.32852269089130126,0.3861656678866401,0.9152745545862901
0.17149987050634752,0.7066591203796839,0.6987593457730976
0.7033950468230465,0.6874673501760888,0.8469728950916129
0.7804925548332893,0.43449057717178596,0.8340648844076171
0.6929838565700602,0.3887323739711981,0.9007534930025223
0.8637668047969858,0.25860624370375285,0.6188055322979593
0.975411196928909,0.4243085098124404,0.5365099842956176
0.49833218458508144,0.44843951181506636,0.9946774688997462
0.2607128674526462,0.09743247705785008,0.5613621153389734
0.3991709798208444,0.48154193375259946,0.978985616960236
0.8139008660452427,0.9737722262766462,0.35401224780983354
0.8840865100407524,0.6380696003208032,0.6668286765439373
0.651222599782226,0.41472164043611004,0.9397186534103932
0.37984131060289394,0.9233580492037109,0.6126597030735961
0.8708637131998721,0.8437031836097081,0.48865645561630844
0.5266191514245812,0.7198030873277965,0.9019560471572083
0.0470810380332608,0.3956609488162448,0.5679555525780904
0.33597789590897353,0.9608340507249307,0.5214574541240091
0.5241577710502077,0.36178701270929225,0.9606271444841288
0.3639388895025871,0.5463424867463968,0.9586794962647417
0.8256307057023351,0.07402293293164397,0.42501636367128115
0.9481875573970369,0.054287734286615486,0.20093697917423814
0.9797153653720715,0.4614039287784263,0.5367670230243986
0.018432448087091324,0.8120097620235913,0.34148520269317983
0.3548999955137364,0.8694938248776145,0.684840604150794
0.4894809404621441,0.630699480604874,0.9656139903121104
0.5785593665861255,0.3344819907990375,0.9328644291034738
0.15420349344516793,0.9726975646535053,0.31396357685023824
0.7409885922161027,0.20788282056505036,0.7131841038013409
0.4330174129820902,0.7216880647459198,0.892735469971194
0.3655595718389396,0.9579313285416795,0.5444493392318466
0.8128719692327937,0.38843738377312387,0.7793298270580171
0.5110259555293678,0.9209020633959888,0.6454397626673269
0.1583182706985482,0.7560970699122559,0.6353357732878531
0.7350088466764062,0.6883887453728582,0.8185610452013317
0.36337374017586366,0.5027280043484477,0.962651646237485
0.009332234913307369,0.8655636584403691,0.2512167118650468
0.6664372568997811,0.9558834969092087,0.5289377535230158
0.08110746535091462,0.8174750008154389,0.44747733654500377
0.6178824139418884,0.8586109314332298,0.7150038726796493
0.6036157071965944,0.0507304882806795,0.574841382123266
0.7018897969855193,0.03028254078249526,0.4772120367587951
0.1262148590356481,0.5472209764198004,0.7161096955604405
0.8771321807347678,0.39129992475579845,0.6919112237922866
0.8284135736414566,0.5081398750008184,0.784156534166037
0.707650997232322,0.20093915737366375,0.7348873515120957
0.14124418731626565,0.876595743785361,0.458939825256768
0.6714719714078985,0.6265464703113007,0.9091667077464798
0.27352387045143056,0.5890714610788167,0.8815496751319689
0.2602667000849682,0.17606993222392509,0.6751945122048739
0.43408210567794636,0.9967483592440245,0.4977917975930326
0.6559592844166316,0.8137361501511378,0.7544926593851897
0.7520408208329845,0.7483126915857998,0.7496324636625014
0.5295152388322317,0.7435372407159543,0.8796369261222714
